reporting_period,project_id,project_county,project_city,project_zip,electric_utility,project_completion_date,total_project_cost,pre_retrofit_home_heating_fuel_type,size_of_home,number_of_units,job_type,type_of_dwelling,measure_type,estimated_annual_kwh_savings,estimated_annual_mmbtu_savings,first_year_modeled_project_energy_savings_estimate,location_1,:@computed_region_yamh_8v7k,:@computed_region_wbg7_3whc,:@computed_region_kjdx_g34t,year_home_built,gas_utility
2021-01-30T00:00:00.000,329700,Putnam,Cold Spring,10516,Central Hudson Gas & Electric,2018-01-04T00:00:00.000,4211,Pellets,"1,575",1,Home Performance,Single Family,Building Shell,510,14,419,"{'latitude': '41.449844', 'longitude': '-73.917544', 'human_address': '{""address"": """", ""city"": ""Cold Spring"", ""state"": ""NY"", ""zip"": ""10516""}'}",100,1203,627,,
2021-01-30T00:00:00.000,393140,Monroe,Brockport,14420,National Grid,2019-04-01T00:00:00.000,3424,Natural Gas,"1,258",1,Home Performance,Single Family,Building Shell,54,13,137,"{'latitude': '43.21043', 'longitude': '-77.933006', 'human_address': '{""address"": """", ""city"": ""Brockport"", ""state"": ""NY"", ""zip"": ""14420""}'}",535,175,2093,1989,Rochester Gas & Electric
2021-01-30T00:00:00.000,415520,Broome,Johnson City,13790,New York State Electric & Gas,2019-10-10T00:00:00.000,5836,Natural Gas,"1,248",1,Home Performance,Single Family,Building Shell,0,41,391,"{'latitude': '42.143195', 'longitude': '-75.981297', 'human_address': '{""address"": """", ""city"": ""Johnson City"", ""state"": ""NY"", ""zip"": ""13790""}'}",938,429,2033,,New York State Electric & Gas
2021-01-30T00:00:00.000,418690,Allegany,Fillmore,14735,Rochester Gas & Electric,2019-09-25T00:00:00.000,7408,Electric,820,1,Home Performance,Mobile,Building Shell,0,15,364,"{'latitude': '42.453883', 'longitude': '-78.096725', 'human_address': '{""address"": """", ""city"": ""Fillmore"", ""state"": ""NY"", ""zip"": ""14735""}'}",455,1713,2031,,Rochester Gas & Electric
2021-01-30T00:00:00.000,342068,Niagara,Ransomville,14131,National Grid,2018-08-27T00:00:00.000,6973,Oil,"2,432",1,Home Performance,Single Family,Building Shell,510,50,1268,"{'latitude': '43.233782', 'longitude': '-78.904622', 'human_address': '{""address"": """", ""city"": ""Ransomville"", ""state"": ""NY"", ""zip"": ""14131""}'}",156,1106,2131,1921,
2021-01-30T00:00:00.000,365210,Oneida,Vernon Center,13477,National Grid,2018-09-11T00:00:00.000,6708,Propane,"1,216",1,Home Performance,Mobile,Building Shell,510,31,834,"{'latitude': '43.037384', 'longitude': '-75.510534', 'human_address': '{""address"": """", ""city"": ""Vernon Center"", ""state"": ""NY"", ""zip"": ""13477""}'}",983,1384,625,1998,
2021-01-30T00:00:00.000,365233,Kings,Brooklyn,11203,Consolidated Edison,2018-11-06T00:00:00.000,7041,Natural Gas,"1,951",1,Home Performance,Single Family,Building Shell,1213,38,731,"{'latitude': '40.649707', 'longitude': '-73.933487', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11203""}'}",894,881,2090,1933,National Grid
2021-01-30T00:00:00.000,365639,Nassau,Massapequa,11758,Long Island Power Authority,2018-09-05T00:00:00.000,1842,Oil,"1,619",1,Home Performance,Single Family,Building Shell,0,6,142,"{'latitude': '40.682417', 'longitude': '-73.460296', 'human_address': '{""address"": """", ""city"": ""Massapequa"", ""state"": ""NY"", ""zip"": ""11758""}'}",59,1242,2094,1956,
2021-01-30T00:00:00.000,393501,Broome,Vestal,13850,New York State Electric & Gas,2019-08-29T00:00:00.000,11884,Natural Gas,"1,984",1,Home Performance,Single Family,Building Shell,0,38,360,"{'latitude': '42.067173', 'longitude': '-76.025653', 'human_address': '{""address"": """", ""city"": ""Vestal"", ""state"": ""NY"", ""zip"": ""13850""}'}",937,466,2033,1926,New York State Electric & Gas
2021-01-30T00:00:00.000,392526,Herkimer,Little Falls,13365,National Grid,2019-02-25T00:00:00.000,3135,Natural Gas,"1,320",1,Home Performance,Single Family,Building Shell,3545,-4,456,"{'latitude': '43.060591', 'longitude': '-74.847449', 'human_address': '{""address"": """", ""city"": ""Little Falls"", ""state"": ""NY"", ""zip"": ""13365""}'}",675,570,2088,,National Grid
2021-01-30T00:00:00.000,396933,Oneida,Westmoreland,13490,National Grid,2019-05-08T00:00:00.000,3000,Natural Gas,"2,368",1,Home Performance,Single Family,Building Shell,494,11,142,"{'latitude': '43.10884', 'longitude': '-75.423079', 'human_address': '{""address"": """", ""city"": ""Westmoreland"", ""state"": ""NY"", ""zip"": ""13490""}'}",979,1393,625,1891,National Grid
2021-01-30T00:00:00.000,407471,Erie,Buffalo,14207,National Grid,2019-06-13T00:00:00.000,1141,Natural Gas,"1,012",1,Home Performance,Single Family,Building Shell,301,4,63,"{'latitude': '42.948761', 'longitude': '-78.898159', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14207""}'}",300,63,2041,1921,National Fuel Gas Distribution
2021-01-30T00:00:00.000,429014,Erie,Buffalo,14220,National Grid,2019-12-10T00:00:00.000,5367,Natural Gas,"1,008",1,Home Performance,Single Family,Building Shell,301,37,303,"{'latitude': '42.843899', 'longitude': '-78.819319', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14220""}'}",300,109,2041,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,347520,Ulster,New Paltz,12561,Central Hudson Gas & Electric,2018-04-13T00:00:00.000,5189,Propane,"1,440",1,Home Performance,Mobile,Building Shell,0,19,494,"{'latitude': '41.74664', 'longitude': '-74.094011', 'human_address': '{""address"": """", ""city"": ""New Paltz"", ""state"": ""NY"", ""zip"": ""12561""}'}",416,989,2182,1989,
2021-01-30T00:00:00.000,372483,Onondaga,Fayetteville,13066,National Grid,2018-12-06T00:00:00.000,6321,Natural Gas,"1,367",1,Home Performance,Single Family,Building Shell,477,45,476,"{'latitude': '43.029416', 'longitude': '-76.009703', 'human_address': '{""address"": """", ""city"": ""Fayetteville"", ""state"": ""NY"", ""zip"": ""13066""}'}",696,621,2132,,National Grid
2021-01-30T00:00:00.000,338804,Clinton,West Chazy,12992,New York State Electric & Gas,2018-05-22T00:00:00.000,3732,Oil,"1,560",1,Home Performance,Mobile,Building Shell,585,11,300,"{'latitude': '44.81334', 'longitude': '-73.513603', 'human_address': '{""address"": """", ""city"": ""West Chazy"", ""state"": ""NY"", ""zip"": ""12992""}'}",10,337,2038,2013,
2021-01-30T00:00:00.000,411020,Erie,Buffalo,14227,New York State Electric & Gas,2019-07-11T00:00:00.000,2716,Natural Gas,920,1,Home Performance,Mobile,Building Shell,460,19,187,"{'latitude': '42.880675', 'longitude': '-78.744742', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14227""}'}",298,162,2041,1966,National Fuel Gas Distribution
2021-01-30T00:00:00.000,374764,Oneida,Utica,13502,National Grid,2018-12-26T00:00:00.000,2996,Natural Gas,"1,137",1,Home Performance,Single Family,Building Shell,931,8,199,"{'latitude': '43.125063', 'longitude': '-75.202584', 'human_address': '{""address"": """", ""city"": ""Utica"", ""state"": ""NY"", ""zip"": ""13502""}'}",929,1465,625,,National Grid
2021-01-30T00:00:00.000,364969,Erie,Buffalo,14217,National Grid,2018-08-27T00:00:00.000,4700,Natural Gas,"1,200",1,Home Performance,Single Family,Building Shell,368,35,383,"{'latitude': '42.970263', 'longitude': '-78.874694', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14217""}'}",278,106,2041,1961,National Fuel Gas Distribution
2021-01-30T00:00:00.000,319462,Erie,Buffalo,14213,National Grid,2018-03-06T00:00:00.000,4349,Natural Gas,"2,302",1,Home Performance,Single Family,Building Shell,301,24,272,"{'latitude': '42.917061', 'longitude': '-78.89191', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14213""}'}",300,69,2041,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,341948,Monroe,Rochester,14619,Orange & Rockland,2018-03-23T00:00:00.000,3998,Natural Gas,896,1,Home Performance,Single Family,Building Shell,443,15,235,"{'latitude': '43.136078', 'longitude': '-77.647947', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14619""}'}",537,1678,2093,,Rochester Gas & Electric
2021-01-30T00:00:00.000,422664,St. Lawrence,Ogdensburg,13669,National Grid,2019-09-23T00:00:00.000,1456,Natural Gas,"1,728",1,Home Performance,Single Family,Building Shell,0,9,107,"{'latitude': '44.652305', 'longitude': '-75.506864', 'human_address': '{""address"": """", ""city"": ""Ogdensburg"", ""state"": ""NY"", ""zip"": ""13669""}'}",317,1591,2140,1937,Saint Lawrence Gas
2021-01-30T00:00:00.000,355322,Suffolk,Nesconset,11767,Long Island Power Authority,2018-08-30T00:00:00.000,6889,Oil,"1,462",1,Home Performance,Single Family,Building Shell,0,21,522,"{'latitude': '40.844418', 'longitude': '-73.143749', 'human_address': '{""address"": """", ""city"": ""Nesconset"", ""state"": ""NY"", ""zip"": ""11767""}'}",1014,1317,2179,1971,
2021-01-30T00:00:00.000,357573,Monroe,Rochester,14621,Rochester Gas & Electric,2018-09-06T00:00:00.000,3403,Natural Gas,"1,504",1,Home Performance,Single Family,Building Shell,510,15,208,"{'latitude': '43.185561', 'longitude': '-77.601927', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14621""}'}",537,1680,2093,1913,Rochester Gas & Electric
2021-01-30T00:00:00.000,332704,Oneida,Utica,13501,National Grid,2018-02-22T00:00:00.000,4485,Natural Gas,"1,920",1,Home Performance,Single Family,Building Shell,494,20,254,"{'latitude': '43.085324', 'longitude': '-75.228495', 'human_address': '{""address"": """", ""city"": ""Utica"", ""state"": ""NY"", ""zip"": ""13501""}'}",984,1464,625,1921,National Grid
2021-01-30T00:00:00.000,385229,Kings,Brooklyn,11204,Consolidated Edison,2019-02-28T00:00:00.000,4456,Natural Gas,"1,980",1,Home Performance,Single Family,Building Shell,536,35,572,"{'latitude': '40.618877', 'longitude': '-73.985272', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11204""}'}",894,882,2090,1931,National Grid
2021-01-30T00:00:00.000,348432,Seneca,Seneca Falls,13148,New York State Electric & Gas,2018-05-11T00:00:00.000,1882,Propane,"1,562",1,Home Performance,Single Family,Building Shell,685,16,223,"{'latitude': '42.913822', 'longitude': '-76.783976', 'human_address': '{""address"": """", ""city"": ""Seneca Falls"", ""state"": ""NY"", ""zip"": ""13148""}'}",577,689,2144,1803,
2021-01-30T00:00:00.000,365487,Kings,Brooklyn,11208,Consolidated Edison,2018-11-02T00:00:00.000,6125,Natural Gas,"2,794",1,Home Performance,Single Family,Building Shell,469,44,684,"{'latitude': '40.673742', 'longitude': '-73.872692', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11208""}'}",894,886,2137,2012,National Grid
2021-01-30T00:00:00.000,418765,Onondaga,Syracuse,13207,National Grid,2019-10-31T00:00:00.000,5818,Natural Gas,"1,272",1,Home Performance,Single Family,Building Shell,510,28,281,"{'latitude': '43.019009', 'longitude': '-76.164985', 'human_address': '{""address"": """", ""city"": ""Syracuse"", ""state"": ""NY"", ""zip"": ""13207""}'}",687,725,2132,1951,National Grid
2021-01-30T00:00:00.000,419790,Erie,Buffalo,14214,National Grid,2019-08-22T00:00:00.000,6701,Natural Gas,"1,080",1,Home Performance,Single Family,Building Shell,208,57,442,"{'latitude': '42.941229', 'longitude': '-78.837203', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14214""}'}",300,70,2041,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,390358,Oswego,Williamstown,13493,National Grid,2019-02-28T00:00:00.000,8317,Propane,"1,620",1,Home Performance,Mobile,Building Shell,835,58,1120,"{'latitude': '43.423171', 'longitude': '-75.907947', 'human_address': '{""address"": """", ""city"": ""Williamstown"", ""state"": ""NY"", ""zip"": ""13493""}'}",229,1396,2135,,
2021-01-30T00:00:00.000,379041,Wayne,Marion,14505,Rochester Gas & Electric,2019-01-24T00:00:00.000,6328,Oil,"1,404",1,Home Performance,Single Family,Building Shell,0,41,965,"{'latitude': '43.157595', 'longitude': '-77.173124', 'human_address': '{""address"": """", ""city"": ""Marion"", ""state"": ""NY"", ""zip"": ""14505""}'}",633,318,631,1966,
2021-01-30T00:00:00.000,344677,Monroe,Rochester,14606,Rochester Gas & Electric,2018-05-04T00:00:00.000,2412,Natural Gas,"1,014",1,Home Performance,Single Family,Building Shell,510,22,271,"{'latitude': '43.170242', 'longitude': '-77.690241', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14606""}'}",549,1664,2093,,Rochester Gas & Electric
2021-01-30T00:00:00.000,368542,Suffolk,Huntington,11743,Long Island Power Authority,2019-06-18T00:00:00.000,5509,Oil,"2,200",1,Home Performance,Single Family,Building Shell,410,24,585,"{'latitude': '40.871218', 'longitude': '-73.415539', 'human_address': '{""address"": """", ""city"": ""Huntington"", ""state"": ""NY"", ""zip"": ""11743""}'}",1020,1120,2179,1961,
2021-01-30T00:00:00.000,400765,Chautauqua,Frewsburg,14738,National Grid,2019-09-25T00:00:00.000,3020,Propane,"1,326",1,Home Performance,Single Family,Building Shell,443,23,529,"{'latitude': '42.047081', 'longitude': '-79.057195', 'human_address': '{""address"": """", ""city"": ""Frewsburg"", ""state"": ""NY"", ""zip"": ""14738""}'}",375,1716,2034,1946,
2021-01-30T00:00:00.000,371479,Erie,Buffalo,14220,National Grid,2018-09-17T00:00:00.000,691,Natural Gas,"1,818",1,Electric Reduction,Single Family,Building Shell,510,4,111,"{'latitude': '42.843899', 'longitude': '-78.819319', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14220""}'}",300,109,2041,1951,National Fuel Gas Distribution
2021-01-30T00:00:00.000,351365,Oneida,Rome,13440,National Grid,2019-06-28T00:00:00.000,6253,Oil,"1,248",1,Home Performance,Single Family,Building Shell,1742,19,712,"{'latitude': '43.214717', 'longitude': '-75.454665', 'human_address': '{""address"": """", ""city"": ""Rome"", ""state"": ""NY"", ""zip"": ""13440""}'}",989,1366,625,1995,
2021-01-30T00:00:00.000,356331,Kings,Brooklyn,11216,Consolidated Edison,2018-06-25T00:00:00.000,5610,Natural Gas,"2,016",1,Home Performance,Single Family,Building Shell,1523,41,917,"{'latitude': '40.680888', 'longitude': '-73.948978', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11216""}'}",894,894,2090,1904,National Grid
2021-01-30T00:00:00.000,394859,Queens,Queens,11429,Consolidated Edison,2019-04-04T00:00:00.000,2154,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,428,11,189,"{'latitude': '40.70975', 'longitude': '-73.73906', 'human_address': '{""address"": """", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": ""11429""}'}",196,1214,2137,,National Grid
2021-01-30T00:00:00.000,353937,Monroe,Rochester,14621,Rochester Gas & Electric,2018-07-09T00:00:00.000,4171,Natural Gas,"1,620",1,Home Performance,Single Family,Building Shell,510,31,363,"{'latitude': '43.185561', 'longitude': '-77.601927', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14621""}'}",537,1680,2093,1961,Rochester Gas & Electric
2021-01-30T00:00:00.000,425316,Ulster,Kingston,12401,Central Hudson Gas & Electric,2019-09-19T00:00:00.000,4842,Natural Gas,"1,632",1,Home Performance,Single Family,Building Shell,510,40,650,"{'latitude': '41.935005', 'longitude': '-74.029167', 'human_address': '{""address"": """", ""city"": ""Kingston"", ""state"": ""NY"", ""zip"": ""12401""}'}",425,79,2182,1921,Central Hudson Gas & Electric
2021-01-30T00:00:00.000,344270,Rockland,Spring Valley,10977,Orange & Rockland,2018-03-20T00:00:00.000,5455,Natural Gas,800,1,Home Performance,Single Family,Heating and Cooling,368,24,412,"{'latitude': '41.116859', 'longitude': '-74.047476', 'human_address': '{""address"": """", ""city"": ""Spring Valley"", ""state"": ""NY"", ""zip"": ""10977""}'}",529,1560,628,1975,Orange & Rockland
2021-01-30T00:00:00.000,370867,Monroe,Rochester,14615,Rochester Gas & Electric,2019-01-02T00:00:00.000,1611,Natural Gas,"1,148",1,Home Performance,Single Family,Building Shell,510,4,94,"{'latitude': '43.204816', 'longitude': '-77.65384', 'human_address': '{""address"": """", ""city"": ""Rochester"", ""state"": ""NY"", ""zip"": ""14615""}'}",548,1674,2093,1925,Rochester Gas & Electric
2021-01-30T00:00:00.000,415925,Erie,Grand Island,14072,National Grid,2019-10-04T00:00:00.000,6767,Natural Gas,"2,204",1,Home Performance,Single Family,Building Shell,902,32,332,"{'latitude': '43.014559', 'longitude': '-78.961764', 'human_address': '{""address"": """", ""city"": ""Grand Island"", ""state"": ""NY"", ""zip"": ""14072""}'}",290,526,2041,1971,National Fuel Gas Distribution
2021-01-30T00:00:00.000,333921,Kings,Brooklyn,11236,Consolidated Edison,2018-03-20T00:00:00.000,6946,Natural Gas,"3,460",1,Home Performance,Single Family,Building Shell,1264,39,754,"{'latitude': '40.640299', 'longitude': '-73.902635', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11236""}'}",894,819,2090,1961,Consolidated Edison
2021-01-30T00:00:00.000,357534,Albany,Watervliet,12189,National Grid,2018-07-09T00:00:00.000,2726,Natural Gas,"1,868",1,Home Performance,Single Family,Building Shell,0,16,149,"{'latitude': '42.732068', 'longitude': '-73.712974', 'human_address': '{""address"": """", ""city"": ""Watervliet"", ""state"": ""NY"", ""zip"": ""12189""}'}",828,19,2030,,National Grid
2021-01-30T00:00:00.000,342019,Erie,Buffalo,14209,National Grid,2018-04-27T00:00:00.000,2872,Natural Gas,"1,672",1,Home Performance,Single Family,Building Shell,0,18,178,"{'latitude': '42.914323', 'longitude': '-78.865638', 'human_address': '{""address"": """", ""city"": ""Buffalo"", ""state"": ""NY"", ""zip"": ""14209""}'}",300,65,2041,,National Fuel Gas Distribution
2021-01-30T00:00:00.000,378277,Kings,Brooklyn,11212,Consolidated Edison,2019-01-17T00:00:00.000,6974,Natural Gas,"1,760",1,Home Performance,Single Family,Building Shell,1721,20,586,"{'latitude': '40.661868', 'longitude': '-73.913254', 'human_address': '{""address"": """", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11212""}'}",894,890,2090,,National Grid
2021-01-30T00:00:00.000,422996,Chemung,Elmira,14904,New York State Electric & Gas,2019-09-03T00:00:00.000,10241,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,477,72,743,"{'latitude': '42.071696', 'longitude': '-76.804105', 'human_address': '{""address"": """", ""city"": ""Elmira"", ""state"": ""NY"", ""zip"": ""14904""}'}",485,928,2036,1955,New York State Electric & Gas
